Texto,classification_spanish
"El otro día escuché a Aguilar Camín —si por eso subrayo lo de la UNAM, porque se agrupan, es todo el bloque conservador— diciendo con Castañeda y con otro conductor… Que él mismo dice que es neoliberal, me dijo a mí una vez, y que además no hay duda de eso. ¿Cómo se llama? Conduce un programa.",opinion
"Decir también con mucha claridad de que a título personal yo apoyo, para que no se vayan a malinterpretar las cosas, con mucha claridad yo apoyo a quien participa en una encuesta o a quienes participan en la encuesta y ganan.",opinion
" No, no, pero está en su derecho, y es libre y no tiene ningún impedimento, nada más que sí ya no podría estar de subsecretario.",opinion
"Y hacer la otra aclaración, para no decir: ‘Es que el presidente tiene dos candidatos y el bueno es este, no el otro’. No, que quede muy claro, yo apoyo al que ganó la encuesta a título personal, o sea, con que tengo licencia de mi movimiento de mi partido, al que quiero mucho, mi partido, pero ahorita tengo licencia.",opinion
"Nada más es, porque si no lo digo, ¿sí? se presta a no sé cuántas interpretaciones. Entonces, esto no es un asunto de amistad, esto no es una cuestión de que somos compañeros, no, estamos en un proceso de transformación, lo más importante es eso, buscar el cambio verdadero en el país.",opinion
"Y no es un asunto que ‘yo tengo este deseo y nada más soy yo’, no; somos millones. Y lo más importante es la transformación, lo más importante es México, lo más importante es el pueblo de México, lo más importante son los pobres de México, lo más importante es acabar con la corrupción en el país, lo más importantes es que haya felicidad en los mexicanos, eso es lo más importante.",opinion
" No, es que cada quien es libre. Es como lo que está sucediendo en el Proceso, que ya no es lo mismo que había antes cuando vivía don Julio Scherer. Imagínense la época de Naranjo, qué caricaturista.",opinion
" Bueno, Pacheco era muy bueno, el finando Pacheco, Leñero también; pero uno que era puro corazón, que simpatizábamos.",opinion
" Enrique Maza, lo mejor, lo mejor, porque ese era sincero, era un buen escritor y un hombre con convicción, un humanista, un santo.",opinion
"No, ese, no, yo recuerdo las defensas que hacía de nosotros cuando no se ocupaban de nuestro movimiento.",opinion
" Estamos contextualizando, no olviden que no hay texto sin contexto. O sea, ustedes quieren así, nada más ver el árbol y se olvidan del bosque.",opinion
" Cuando sea necesario, ¿no?, cuando sea necesario. Ella informa todos los días, ¿no?, allá en el Ayuntamiento, en el Antiguo Ayuntamiento.",opinion
"Saben que hay algo, ¿no?, que debemos de tener muy presentes: las autoridades, los gobernantes, los pueblos del extranjero quieren mucho a México, respetan mucho a México, históricamente respetan mucho a nuestro pueblo, sobre todo les causa mucha admiración nuestra grandeza cultural. Esto lo digo para que no nos acomplejemos.",opinion
"No hay que ser prepotentes, pero también no ser sumisos. Nosotros somos herederos de grandes culturas, de grandes civilizaciones. Nuestro pueblo es ejemplar, es de lo mejor, es nuestro gran país, nuestro México lindo y querido.",opinion
"Entonces, esa imagen que el mexicano, que no trabaja, indolente, no, todo eso lo fueron creando para someternos, que abandonáramos nuestras tradiciones, nuestras costumbres, nuestras culturas, que perdiéramos nuestra identidad, nuestra fortaleza cultural.",opinion
"Entonces, no es para sentirnos superiores a nadie, pero no actuar con complejos. No somos más que nadie, pero tampoco somos menos que nadie. Nuestro país…",opinion
"Y de que ya ven cuántas cosas decían: ‘Nunca va a aterrizar un avión’. Hubo un Twitter de un periodista. No, pero no hay que decir quién es, porque ya no vale la pena, no, también han quedado muy mal, ¿para qué seguimos nosotros poniendo limón en la herida? No, no, no.",opinion
"Aunque esto es malo, dicen, no nos está ayudando, sí, pues se debe a la confianza, hablando de eso, que tienen los inversionistas en México por las posibilidades que hay para la inversión, para las empresas, la buena fuerza de trabajo, la calidad de la fuerza de trabajo, es decir, lo responsable de los trabajadores, lo creativo de los trabajos, de los técnicos mexicanos y muchas otras cosas. Pero es por eso, porque no es incluso algo nuevo.",opinion
"De que no les va a gustar a algunos, ya lo sabemos, no les gusta nada.",opinion
"¿Y por qué cuidar a los usuarios del Metro? ¿Y por qué dejar en claro que no debe de haber ningún problema por falta de mantenimiento y atender esto, como lo está haciendo ya la jefa de Gobierno, y con mucha responsabilidad?",opinion
"Entonces, quieren con el llamado poder mediático someter, nada más que no tienen la razón. Contamos afortunadamente con el apoyo de la gente, nos tiene confianza. Y estamos trabajando todos los días en beneficio del pueblo, con convicciones, con principios, con buena fe, con amor. ¿Cuándo vamos a convencer a Krauze, a Aguilar Camín, a cualquier otro, si eran los favoritos del régimen de corrupción?",opinion
"Hay dos cosas que me llaman mucho la atención, ya empezando, y lo digo porque, si no, ¿cómo se va a enterar la gente?",opinion
"Una es que no quieren los abogados de García Luna que se conozca lo de sus bienes del 2012 a la fecha, que porque eso él lo logró con empresas privadas. Fíjense el razonamiento. O sea, nada más que se investigue hasta el 12; lo que acumuló de fortuna del 12 en adelante, eso no debe de investigarse.",opinion
No vaya a ser que la prensa y los medios de México no pasen esta serie y que no se entere la gente. Es importantísimo.,opinion
"¿Qué están sugiriendo los abogados? ¿Que si actuó bien o mal el señor García Luna lo hizo con el apoyo, el reconocimiento, la aceptación de un expresidente de Estados Unidos o de altos funcionarios de Estados Unidos, hablando en plata?",opinion
"Entonces, por eso sí es muy importante el que se conozca todo esto, el que se informe para que no vuelva a repetirse.",opinion
" Sí, y nuestro amigo López-Dóriga, de que no va a bajar el avión del presidente. Entonces, ahí sí vale la pena decir: Pues fíjate que sí bajó. Así es como podemos, pues, confrontarnos, de esa manera.",opinion
"Y además nos van a ganar unas, luego les vamos a ganar nosotros, esa es la democracia, la pluralidad, pero usar la fuerza, querer silenciar con la fuerza a un opositor, eso es autoritarismo, eso no es democracia, es dictadura, tiranía.",opinion
"Pero la gente de todas maneras se da cuenta, pero hacia adelante lo que le queda al conservadurismo es ese control de medios. Su apuesta es a lo mediático, por eso es muy importante la revolución de las conciencias, informar, informar, informar.",opinion
"Me acuerdo cuando empezamos a entregar los apoyos a los adultos mayores, las pensiones, y la ciudad era una vanguardia en lo político, la gente. Pues resulta que ahora ya es casi lo contrario, que ahora los que politizan vienen aquí a Coyoacán, familiares de Hidalgo, de Tlaxcala, de Oaxaca, de Puebla, a decirles a los del Pedregal de Santo Domingo: ‘Oigan, ¿y por qué votaron por Quadri?, ¿qué les está pasando?, ¿cómo en el Pedregal de Santo Domingo, Copilco El Alto, Santa Úrsula, votan por quien está planteando que desaparezca Oaxaca?’ Pues está bien que —o Guerrero o Chiapas— que los del centro de Coyoacán, porque hay una especie de aristocracia ahí, pues voten por el conservadurismo, pero las colonias populares, ¿qué pasó?",opinion
"Porque también, ¿en dónde van a trabajar? Pero hay que vender el trabajo, no la conciencia. Porque lo peor es de que luego se creen, los periodistas, que son trabajadores de los medios como si fueran ellos los dueños o empresarios. Hay que vender, repito, el trabajo, no la consciencia.",opinion
"Hablaba yo la vez pasada de que los buenos compositores, escritores, artistas, hacen cosas por encargo, trabajos por encargo, porque así obtienen ingresos. Una canción la puede hacer un compositor aunque no le guste, pero sabe que va a ser exitosa y que le van a pagar bien, incluso una novela; pero hay cosas que son de ellos, verdaderamente de ellos, que tiene que ver con su pensamiento, con sus convicciones, con su manera de ser realmente, se dan esa oportunidad.",opinion
" Pues es que es muy buena pregunta y da la oportunidad de aclarar sobre cómo estábamos en materia de elementos, de corporaciones para cuidar al pueblo.",opinion
"Lo más que había cuando llegamos al gobierno, lo único que había formalmente eran 40 mil elementos de la Policía Federal. De esos 40 mil, 20 mil eran operativos, formalmente el gobierno federal contaba con 20 mil elementos operativos.",opinion
"Existía el Ejército, como existe la Marina, la policía ministerial, las policías estatales; aquí, en el caso de la ciudad, Policía Preventiva, Policía Bancaria, Policía Auxiliar, la policía municipal, pero el gobierno federal disponía realmente de 20 mil elementos.",opinion
"Fíjense el cambio en lo cuantitativo, no hablemos de otra cosa, porque si nos metemos a lo cualitativo tendríamos que decir que esa policía estaba dominada por García Luna y sus alumnos. Ya sobre la integridad de la policía no hablemos de eso, nada más en lo cuantitativo.",opinion
"Pues a alrededor de 300 mil elementos operativos que no podían hacer labores de seguridad, estaban más orientados a la defensa nacional, a la seguridad del Estado, no a la seguridad pública.",opinion
"¿Dónde está la Ciudad de México? Miren, antes de tomar la decisión. Esto lo presentamos. ¿Cuándo?",opinion
" Esto nos ha permitido… Digo, no ha sido lo único, pero la Ciudad de México es la que tiene los índices más bajos en homicidios, en secuestros, en robo de vehículos. ¿Por qué no ponen los datos de la Ciudad de México con relación, por ejemplo, homicidios?",opinion
"Les voy a mostrar una que me llamó la atención. Ahí está. Miren esto. Esto es, páralo. Miren. No se vio. Ya déjalo.",opinion
