index,Texto,classification_spanish,Clasificacion,new_classification
20591,"Son muy retrógradas, pero, bueno, vivimos en un país libre y que sigan su camino los retrógradas, los fachos, hasta los progres buena ondita, porque están como para que… Jesús, ya ahora no, porque nos vamos al desayuno, pero que pongas el manifiesto, porque les debería de dar pena, porque hay gente ahí firmando que yo los tenía en otro concepto, lo de los libros de texto, y resultaron como Torquemada, o sea, de la Santa Inquisición. Y se la dan de progresistas, de liberales.",competencia,,Opposition
5398,"Nada más que le quede claro: nosotros no espiamos a nadie, no es el tiempo de los gobiernos neoliberales. Nosotros hicimos aquí el compromiso de que no íbamos a espiar a ningún opositor. El caso que está mencionando de este defensor de derechos humanos fue aquí denunciado por un compañero de ustedes, señalándolo que tiene vínculos, presuntos vínculos con grupos de la delincuencia en Tamaulipas, presuntos vínculos, y aquí dijimos que eso no nos correspondía a nosotros.",competencia,,Opposition
5168,"Pero decía alguien que uno es dueño de su silencio y a veces es rehén de lo que dice; entonces, no quiero decir nada, no quiero ser rehén.",competencia,,Opposition
2077," Hay que esperarnos, porque, miren, ya hablé de lo de la consulta, lo propuse en mi toma de posesión, dije: Sólo si el pueblo de México lo decide en una consulta. Y para que esa consulta fuese vinculatoria se necesitaba el 40 por ciento de participación de los ciudadanos; no se alcanzó ese 40 por ciento.",competencia,,Opposition
10156,"Miren lo que pensaba Claudio X. González de los maestros hace algún tiempo, cuando querían imponer la llamada reforma educativa o mal llamada reforma educativa. Hace dos días un periodista, creo que de Sin Embargo, Álvaro…",competencia,,Opposition
51,"Esa ampliación de la carretera de Chihuahua a Guaymas, pues no va a ser de paga, y así muchas otras obras. Pero sí voy a ir a Sonora.",competencia,apoyo,Opposition
6174,"Afortunadamente ya están perdiendo fuerza, credibilidad y la gente cada vez está más consciente de que deben de llevarse a cabo los cambios. Es lo que decía Juárez: ‘El funcionario tiene que aprender a vivir en la justa medianía’. No puede haber gobierno rico con pueblo pobre, por eso es un asunto ético, un imperativo ético.",competencia,,Opposition
1699,"Entonces, es muy importante que se conozca todo esto para que sea aleccionador y que no se repita. Justicia es prevenir, justicia es la no repetición.",competencia,,Opposition
3006,"Se hizo la reforma, que Pablo explique por qué hay ministros de la Corte, magistrados, funcionarios de organismos supuestamente autónomos en donde se ampararon, quién otorgó ese amparo para que se viole un artículo de la Constitución, porque esto es muy importante.",competencia,,Opposition
12990,"Y lo mismo los llamados intelectuales orgánicos, recibían dinero del gobierno, pero también de las asociaciones empresariales, banqueros, dueños de tiendas de autoservicio apoyaban, los de los organismos empresariales. A Krauze, a Aguilar Camín y a políticos. Entonces, todo eso pues ya no.",competencia,,Opposition
13040,"Los conservadores corruptos, Claudio y Gómez-Mont y este otro exministro, Cossío, y otros, ¿no?, además hasta financiado por el gobierno de Estados Unidos, que aprovecho para subrayarlo, empiezan a poner obstáculos y amparos, amparos a todo: a la obra del aeropuerto, al Tren Maya. Esto de la señora Xóchitl Gálvez, el amparo, es asesoría de ese grupo.",competencia,,Opposition
13760,"Y lo que hablábamos ayer, independientemente de eso, pues ya es sabido. ¿Desde cuándo Juan Collado es el abogado más cercano a Salinas? Pues, lo menos, desde 20 años. Pero ya eso es conocido, ahora sí que no es nota, lo que me importa destacar es cómo los medios no informan, sino manipulan.",competencia,,Opposition
20355,"La mejor forma es que el pueblo elija a los jueces y a los magistrados y a los ministros. Para eso se requiere una reforma constitucional y se puede lograr si se cuenta con los votos de una mayoría calificada de dos terceras partes, tanto en la Cámara de Diputados como en la Cámara de Senadores; por eso, es muy importante la elección del año próximo, no sólo para elegir a la presidenta, al presidente, sino para elegir a legisladores.",competencia,,Opposition
19491,"Fíjense la perversidad de acomodar esto, cuando yo dije esto que está a la derecha: ‘No es como en el flanco derecho, que ahí ya eligieron los de arriba, Diego, Fox, Salinas, etcétera, etcétera, etcétera, y los medios ya eligieron —no puedo mencionar—, eso ya está resuelto, eso fue una consulta que hicieron en lo oscurito a los de arriba, el gerente del bloque conservador Claudio X. González, y ya impusieron y ya hay cargada. No se han dado cuenta porque son predecibles… No se han dado cuenta porque son predecibles y obvios. Entonces, acá es distinto’.",competencia,,Opposition
18326,"‘No estoy de acuerdo, —dice él— el mexicano es, por lo general, ignorante. ¿Quién es el ignorante?",competencia,,Opposition
10094," No, lo están solicitando algunos, pero ya ahí quedó. Yo creo que ya la gente ya juzgó.",competencia,,Opposition
16495,"¿Se acuerdan cómo decían, que había que comprar dolaritos? No sé cómo van a reparar el daño que causaron a muchos que les hicieron caso.",competencia,,Opposition
7188," Decir que ni un voto al conservadurismo no es decir ni un voto al Prian, es ni un voto al conservadurismo. Si ellos se ponen el saco, pues es otra cosa. No existe un partido formal conservador, ¿no? Ni un voto al conservadurismo.",competencia,,Opposition
13730," No. Se llamaba… El que administraba lo de Santa Fe, y ahí se gestó este asunto. Ya me voy a acordar. Era un fideicomiso y como ese fideicomiso pertenecía al gobierno de la ciudad y yo era el jefe de gobierno, luego entonces yo era el responsable.",competencia,,Opposition
1808," No, yo no voy a promover eso, no voy a promover eso, nunca estuve de acuerdo con eso, no creo que eso ayude.",competencia,,Opposition
17076," Así es, la señora Carabias, sí, en ese entonces. Pero no solo ella, ¿eh?, sino después se los ampliaron. Algo parecido… También aclararles algo, que muchos, no solo en estos casos, muchos están esperando que yo me vaya, están esperando que pase el tiempo. También aprovecho para decirles que estas cosas yo no las puedo dejar sin resolver en definitiva, para que no se hagan ilusiones.",competencia,,Opposition
15458," Pues está mal. ¿Qué tiene que hacer un secretario de Gobierno haciéndose publicidad? Si quiere ser candidato, que renuncie a su cargo. Y eso que habría que ver si son los tiempos que dictan los partidos, que deciden los partidos.",competencia,,Opposition
20945,"Y lo que vimos ahora una comedia, una farsa. Se les complicó un poco porque pensaron que con la publicidad se iba a inflar el globo, pero no. Entonces, surgieron, y podían hasta perder y empezaron a operar.",competencia,,Opposition
16905,"¿Por qué vamos a hacerle daño a los posibles candidatos del PAN? Además de que no somos de malas entrañas, ¿por qué tendríamos que hacerles daño?",competencia,,Opposition
5569,"Si actuáramos de manera estricta, como ellos dicen en forma hipócrita de que la ley es la ley, pues esto es un acto antipatriótico, que no está permitido constitucionalmente, legalmente, a un partido político. Miren lo que dice, lo voy a leer. Y luego me vas a poner la fotografía, búscala, en donde fueron los conservadores a traer a Maximiliano.",competencia,,Opposition
12663," Va a depender del gobernador, de los gobernadores. Es que hay algunos que no quieren, y hay algunos que no quieren, porque hay tres —desde mi punto de vista— factores:",competencia,,Opposition
7778,"Bueno, entonces, eso es lo de Fox, es lamentable que esto pase, pero hay muchos que siguen apoyando a Fox, no son capaces de rectificar, no quieren dar su brazo a torcer, optan por la autocomplacencia.",competencia,,Opposition
8205," No sé tampoco. No, yo creo que dicen que estuvo 15 días, ¿no? Nunca ha estado el general, o sea, que yo sepa.",competencia,,Opposition
13970,"Y yo pues no quise invitar a gobernadores de otros partidos, porque los iba yo a meter en un predicamento.",competencia,,Opposition
435," Sí es plagio, pero lo que nos tiene que decir es que si es válido el título o no. Entonces, ahora lo que quiere es que seamos nosotros los que decidamos; pero no hay ningún problema, nosotros lo vamos a analizar.",competencia,,Opposition
16810,"Es que engañaron cuando Fox, eso sí lo puedo decir, y engañaron también cuando se cometió el fraude del 2006, engañaron a mucha gente. Imagínense la gente que votó por Fox hoy, lo que debe de estar pensando. Y no todos, ¿eh?, porque hay unos que no dan su brazo a torcer, aunque estén viendo lo que encarna Fox.",competencia,,Opposition
4337,"Entonces, sí es un llamado de atención para decir: Ya que no haya impunidad, que no haya contubernio. Es que, así como estaba tomado el Ejecutivo, tomado, secuestrado, era una república aparente, simulada, así como es un proceso de transformación que lleva tiempo, hay que seguir limpiando los poderes en su conjunto. Pero vamos bien, vamos muy bien.",competencia,,Opposition
10435," Cossío, que no creen en el pueblo, no creen en el pueblo, están totalmente divorciados del pueblo.",competencia,,Opposition
3969,"Hay una frase que acabo de ver hace dos o tres días, a ver si la encuentran, de Chomsky sobre la opinión general o el papel de los medios empresariales, a ver si la consiguen. Porque es interesante el tema y la mayoría de los medios, o sea, digo, la mayoría de los periodistas, mujeres y hombres es gente buena y hay algunos que incluso, hasta creo que los del Reforma que vienen aquí que se portan muy bien, son muy respetuosos, muy correctos, pues hasta deben de hacer sus notas apegadas a lo que yo les digo, pero van allá y pasan por el departamento de la censura, de corte y confección, y ya no sale nada.",competencia,,Opposition
9014,"Primero, que esa ley se detuvo, se aprobó en la Cámara de Diputados y está pendiente de aprobación en el Senado, porque se quiere hacer una revisión mayor.",competencia,,Opposition
17785,"No fue fácil, ¿eh? El primero que pensó en nacionalizar el petróleo fue Venustiano Carranza, que propuso en la Constitución del 17 que se estableciera en el artículo 27 que el petróleo y todos los recursos naturales del subsuelo eran propiedad de la nación. Y cuando se enteraron los conservadores, los potentados, las empresas petroleras, los gobiernos extranjeros, no, pues hubo una oposición tremenda, al grado que se sostiene que el jefe de las guardias blancas de las compañías petroleras extranjeras tuvo que ver con el asesinato del presidente Carranza, en Tlaxcalantongo, Puebla.",competencia,,Opposition
